Reported Acceptor,Reported Donor ,DOI,Voc (V),Jsc (mA/cm^2),FF (%),PCE (%),acceptor type,acceptor class,core fused ring size,donor,acceptor ID with shortened chains,acc_SMILES,donor ID with shortened chains,don_SMILES
BT-LIC,PBDB-TF,10.1021/jacs.1c00211,0.85,23.5,52,10.4,sm,y,8,,BT-LIC,CCc1c(/C=C2\C(=O)c3cc4ccccc4cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CC)c(/C=C7\C(=O)c8cc9ccccc9cc8C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21,PBDB-TF,CCc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9cc(F)c(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15cc(F)c(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15cc(F)c(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9cc(F)c(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3cc(F)c(CC)s3)c3ccsc23)cc1F
BT-LIC,PBDB-T,10.1021/jacs.1c00211,0.86,24.3,63.2,13.2,sm,y,8,,BT-LIC,CCc1c(/C=C2\C(=O)c3cc4ccccc4cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CC)c(/C=C7\C(=O)c8cc9ccccc9cc8C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21,PBDB-T,CCc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15ccc(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15ccc(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9ccc(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3ccc(CC)s3)c3ccsc23)s1
IDTT-OB,PBDB-T,10.1002/solr.202100806,0.92,16.29,71.62,10.76,sm,fused,7,,IDTT-OB,CCc1ccc(C2(CC)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccc(C)cc7C6=C(C#N)C#N)sc5c32)C(CC)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccc(C)cc5C4=C(C#N)C#N)sc23)cc1,PBDB-T,CCc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15ccc(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15ccc(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9ccc(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3ccc(CC)s3)c3ccsc23)s1
PIDIC2T,PBDB-T,10.1021/acsami.0c08442,0.8,9.07,41,2.97,polymer,polymer,,,PIDIC2T,CCC1(CC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc21)C(CC)(CC)c1cc(/C=C2\C(=O)c4ccc(-c5ccc(-c6ccc(-c7ccc8c(c7)C(=C(C#N)C#N)/C(=C/c7cc9c(s7)-c7cc%10c(cc7C9(CC)CC)-c7sc(/C=C9\C(=O)c%11ccc(-c%12ccc(-c%13cccs%13)s%12)cc%11C9=C(C#N)C#N)cc7C%10(CC)CC)C8=O)s6)s5)cc4C2=C(C#N)C#N)sc1-3,PBDB-T,CCc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15ccc(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15ccc(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9ccc(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3ccc(CC)s3)c3ccsc23)s1
PIDIC2T,PBDB-TF,10.1021/acsami.0c08442,0.9,10.47,52,4.89,polymer,polymer,,,PIDIC2T,CCC1(CC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc21)C(CC)(CC)c1cc(/C=C2\C(=O)c4ccc(-c5ccc(-c6ccc(-c7ccc8c(c7)C(=C(C#N)C#N)/C(=C/c7cc9c(s7)-c7cc%10c(cc7C9(CC)CC)-c7sc(/C=C9\C(=O)c%11ccc(-c%12ccc(-c%13cccs%13)s%12)cc%11C9=C(C#N)C#N)cc7C%10(CC)CC)C8=O)s6)s5)cc4C2=C(C#N)C#N)sc1-3,PBDB-TF,CCc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9cc(F)c(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15cc(F)c(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15cc(F)c(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9cc(F)c(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3cc(F)c(CC)s3)c3ccsc23)cc1F
PIDIC2T2Cl,PBDB-T,10.1021/acsami.0c08442,0.82,10.75,60,5.34,polymer,polymer,,,PIDIC2T2Cl,CCC1(CC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc21)C(CC)(CC)c1cc(/C=C2\C(=O)c4ccc(-c5cc(Cl)c(-c6sc(-c7ccc8c(c7)C(=C(C#N)C#N)/C(=C/c7cc9c(s7)-c7cc%10c(cc7C9(CC)CC)-c7sc(/C=C9\C(=O)c%11ccc(-c%12cc(Cl)c(-c%13sccc%13Cl)s%12)cc%11C9=C(C#N)C#N)cc7C%10(CC)CC)C8=O)cc6Cl)s5)cc4C2=C(C#N)C#N)sc1-3,PBDB-T,CCc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15ccc(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15ccc(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9ccc(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3ccc(CC)s3)c3ccsc23)s1
PIDIC2T2Cl,PBDB-TF,10.1021/acsami.0c08442,0.9,12.66,62,7.11,polymer,polymer,,,PIDIC2T2Cl,CCC1(CC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc21)C(CC)(CC)c1cc(/C=C2\C(=O)c4ccc(-c5cc(Cl)c(-c6sc(-c7ccc8c(c7)C(=C(C#N)C#N)/C(=C/c7cc9c(s7)-c7cc%10c(cc7C9(CC)CC)-c7sc(/C=C9\C(=O)c%11ccc(-c%12cc(Cl)c(-c%13sccc%13Cl)s%12)cc%11C9=C(C#N)C#N)cc7C%10(CC)CC)C8=O)cc6Cl)s5)cc4C2=C(C#N)C#N)sc1-3,PBDB-TF,CCc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9cc(F)c(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15cc(F)c(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15cc(F)c(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9cc(F)c(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3cc(F)c(CC)s3)c3ccsc23)cc1F
PIDIC2T2F,PBDB-TF,10.1021/acsami.0c08442,0.9,12.81,43,4.96,polymer,polymer,,,PIDIC2T2F,CCC1(CC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc21)C(CC)(CC)c1cc(/C=C2\C(=O)c4ccc(-c5cc(F)c(-c6sc(-c7ccc8c(c7)C(=C(C#N)C#N)/C(=C/c7cc9c(s7)-c7cc%10c(cc7C9(CC)CC)-c7sc(/C=C9\C(=O)c%11ccc(-c%12cc(F)c(-c%13sccc%13F)s%12)cc%11C9=C(C#N)C#N)cc7C%10(CC)CC)C8=O)cc6F)s5)cc4C2=C(C#N)C#N)sc1-3,PBDB-TF,CCc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9cc(F)c(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15cc(F)c(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15cc(F)c(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9cc(F)c(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3cc(F)c(CC)s3)c3ccsc23)cc1F
PIDIC2T2F,PBDB-T,10.1021/acsami.0c08442,0.85,9,53,4.07,polymer,polymer,,,PIDIC2T2F,CCC1(CC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc21)C(CC)(CC)c1cc(/C=C2\C(=O)c4ccc(-c5cc(F)c(-c6sc(-c7ccc8c(c7)C(=C(C#N)C#N)/C(=C/c7cc9c(s7)-c7cc%10c(cc7C9(CC)CC)-c7sc(/C=C9\C(=O)c%11ccc(-c%12cc(F)c(-c%13sccc%13F)s%12)cc%11C9=C(C#N)C#N)cc7C%10(CC)CC)C8=O)cc6F)s5)cc4C2=C(C#N)C#N)sc1-3,PBDB-T,CCc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15ccc(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15ccc(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9ccc(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3ccc(CC)s3)c3ccsc23)s1
a-IT-2F,PBDB-T,10.1039/C8TA12530A,0.78,19.06,68.84,10.28,sm,fused,7,,a-IT-2F,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,PBDB-T,CCc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15ccc(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15ccc(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9ccc(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3ccc(CC)s3)c3ccsc23)s1
a-IT-2OM,PBDB-T,10.1039/C8TA12530A,0.93,18.11,71.52,12.07,sm,fused,7,,a-IT-2OM,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(OC)c(OC)cc5C4=C(C#N)C#N)sc23)cc1,PBDB-T,CCc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15ccc(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15ccc(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9ccc(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3ccc(CC)s3)c3ccsc23)s1
BTP-S7,PBDB-TF,10.1038/s41467-021-24937-5,0.861,25.92,75.09,16.76,sm,y,8,,BT-BO-L4F,CCc1c(/C=C2\C(=O)c3cc4cc(F)c(F)cc4cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CC)c(/C=C7\C(=O)c8cc9cc(F)c(F)cc9cc8C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21,PBDB-TF,CCc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9cc(F)c(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15cc(F)c(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15cc(F)c(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9cc(F)c(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3cc(F)c(CC)s3)c3ccsc23)cc1F
BTP-S9,PBDB-TF,10.1038/s41467-021-24937-5,0.846,26.47,78.44,17.56,sm,y,8,,BTP-S9,CCc1c(/C=C2\C(=O)c3cc(Cl)c(Cl)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CC)c(/C=C7\C(=O)c8cc9cc(F)c(F)cc9cc8C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21,PBDB-TF,CCc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9cc(F)c(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15cc(F)c(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15cc(F)c(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9cc(F)c(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3cc(F)c(CC)s3)c3ccsc23)cc1F
IDBDT-O,PBDB-T,10.1016/j.synthmet.2021.116922,0.89,5.21,39.3,1.83,sm,fused,10,,IDBDT-O,CCOc1c2cc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)sc2c(OCC)c2c3c(sc12)-c1cc2c(cc1C3(c1ccc(CC)cc1)c1ccc(CC)cc1)-c1sc3c(OCC)c4cc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)sc4c(OCC)c3c1C2(c1ccc(CC)cc1)c1ccc(CC)cc1,PBDB-T,CCc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15ccc(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15ccc(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9ccc(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3ccc(CC)s3)c3ccsc23)s1
IDBDT-T,PBDB-T,10.1016/j.synthmet.2021.116922,0.96,15.2,48.6,7.14,sm,fused,10,,IDBDT-T,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5c(-c6ccc(CC)s6)c6cc(/C=C7\C(=O)c8ccccc8C7=C(C#N)C#N)sc6c(-c6ccc(CC)s6)c5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3c(-c4ccc(CC)s4)c4cc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)sc4c(-c4ccc(CC)s4)c23)cc1,PBDB-T,CCc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15ccc(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15ccc(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9ccc(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3ccc(CC)s3)c3ccsc23)s1
IDT2Se,PBDB-T,10.1039/C8TA00783G,0.89,17.49,60.8,9.36,sm,fused,5,,IDT2Se,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(-c5ccc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)[se]5)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(-c3ccc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)[se]3)sc2-4)cc1,PBDB-T,CCc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15ccc(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15ccc(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9ccc(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3ccc(CC)s3)c3ccsc23)s1
IDT2Se-4F,PBDB-T,10.1039/C8TA00783G,0.79,21.49,65.9,11.19,sm,fused,5,,IDT2Se-4F,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(-c5ccc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)[se]5)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(-c3ccc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)[se]3)sc2-4)cc1,PBDB-T,CCc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15ccc(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15ccc(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9ccc(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3ccc(CC)s3)c3ccsc23)s1
IDIC,PDCBT-Cl,10.1016/j.joule.2020.04.014,0.95,15.2,65.8,9.44,sm,fused,5,,IDIC,CCC1(CC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc21)C(CC)(CC)c1cc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)sc1-3,PDCBT-Cl,COC(=O)c1csc(-c2cc(C(=O)OC)c(-c3cc(Cl)c(-c4ccc(-c5sc(-c6cc(C(=O)OC)c(-c7cc(Cl)c(-c8ccc(-c9sc(-c%10cc(C(=O)OC)c(-c%11cc(Cl)c(-c%12cccs%12)s%11)s%10)cc9C(=O)OC)s8)s7)s6)cc5C(=O)OC)s4)s3)s2)c1
IT-4F,PDCBT-Cl,10.1016/j.joule.2020.04.014,0.89,17.2,60,9.05,sm,fused,7,,IT-4F,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,PDCBT-Cl,COC(=O)c1csc(-c2cc(C(=O)OC)c(-c3cc(Cl)c(-c4ccc(-c5sc(-c6cc(C(=O)OC)c(-c7cc(Cl)c(-c8ccc(-c9sc(-c%10cc(C(=O)OC)c(-c%11cc(Cl)c(-c%12cccs%12)s%11)s%10)cc9C(=O)OC)s8)s7)s6)cc5C(=O)OC)s4)s3)s2)c1
ITIC,PDCBT-Cl,10.1016/j.joule.2020.04.014,1.02,10.8,65.9,7.25,sm,fused,7,,ITIC,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,PDCBT-Cl,COC(=O)c1csc(-c2cc(C(=O)OC)c(-c3cc(Cl)c(-c4ccc(-c5sc(-c6cc(C(=O)OC)c(-c7cc(Cl)c(-c8ccc(-c9sc(-c%10cc(C(=O)OC)c(-c%11cc(Cl)c(-c%12cccs%12)s%11)s%10)cc9C(=O)OC)s8)s7)s6)cc5C(=O)OC)s4)s3)s2)c1
Y6,PDCBT-Cl,10.1016/j.joule.2020.04.014,0.88,2.2,27.1,0.48,sm,y,8,,Y6,CCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6cc(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21,PDCBT-Cl,COC(=O)c1csc(-c2cc(C(=O)OC)c(-c3cc(Cl)c(-c4ccc(-c5sc(-c6cc(C(=O)OC)c(-c7cc(Cl)c(-c8ccc(-c9sc(-c%10cc(C(=O)OC)c(-c%11cc(Cl)c(-c%12cccs%12)s%11)s%10)cc9C(=O)OC)s8)s7)s6)cc5C(=O)OC)s4)s3)s2)c1
DTC-F-C,PTB7-Th,10.1016/j.orgel.2020.106026,0.74,8.94,40.8,2.7,sm,unfused,3,,DTC-F-C,CCn1c2cc(-c3ccc(/C=C4\C(=O)c5cscc5C4=C(C#N)C#N)o3)ccc2c2ccc(-c3ccc(/C=C4\C(=O)c5cscc5C4=C(C#N)C#N)o3)cc21,PTB7-Th,CCOC(=O)c1sc2c(-c3cc4c(-c5ccc(CC)s5)c5sc(-c6sc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10sc(-c%11cc%12c(-c%13ccc(CC)s%13)c%13sccc%13c(-c%13ccc(CC)s%13)c%12s%11)c%11sc(C(=O)OCC)c(F)c%10%11)cc9c(-c9ccc(CC)s9)c8s7)c7sc(C(=O)OCC)c(F)c67)cc5c(-c5ccc(CC)s5)c4s3)scc2c1F
DTC-F-F,PTB7-Th,10.1016/j.orgel.2020.106026,0.84,16.01,56,7.53,sm,unfused,3,,DTC-F-F,CCC1(CC)c2cc(-c3ccc(/C=C4\C(=O)c5cscc5C4=C(C#N)C#N)o3)ccc2-c2ccc(-c3ccc(/C=C4\C(=O)c5cscc5C4=C(C#N)C#N)o3)cc21,PTB7-Th,CCOC(=O)c1sc2c(-c3cc4c(-c5ccc(CC)s5)c5sc(-c6sc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10sc(-c%11cc%12c(-c%13ccc(CC)s%13)c%13sccc%13c(-c%13ccc(CC)s%13)c%12s%11)c%11sc(C(=O)OCC)c(F)c%10%11)cc9c(-c9ccc(CC)s9)c8s7)c7sc(C(=O)OCC)c(F)c67)cc5c(-c5ccc(CC)s5)c4s3)scc2c1F
DTC-T-C,PTB7-Th,10.1016/j.orgel.2020.106026,0.69,2.88,35.8,0.71,sm,unfused,3,,DTC-T-C,CCn1c2cc(-c3ccc(/C=C4\C(=O)c5cscc5C4=C(C#N)C#N)s3)ccc2c2ccc(-c3ccc(/C=C4\C(=O)c5cscc5C4=C(C#N)C#N)s3)cc21,PTB7-Th,CCOC(=O)c1sc2c(-c3cc4c(-c5ccc(CC)s5)c5sc(-c6sc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10sc(-c%11cc%12c(-c%13ccc(CC)s%13)c%13sccc%13c(-c%13ccc(CC)s%13)c%12s%11)c%11sc(C(=O)OCC)c(F)c%10%11)cc9c(-c9ccc(CC)s9)c8s7)c7sc(C(=O)OCC)c(F)c67)cc5c(-c5ccc(CC)s5)c4s3)scc2c1F
DTC-T-F,PTB7-Th,10.1016/j.orgel.2020.106026,0.78,17.46,64.6,8.8,sm,unfused,3,,DTC-T-F,CCC1(CC)c2cc(-c3ccc(/C=C4\C(=O)c5cscc5C4=C(C#N)C#N)s3)ccc2-c2ccc(-c3ccc(/C=C4\C(=O)c5cscc5C4=C(C#N)C#N)s3)cc21,PTB7-Th,CCOC(=O)c1sc2c(-c3cc4c(-c5ccc(CC)s5)c5sc(-c6sc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10sc(-c%11cc%12c(-c%13ccc(CC)s%13)c%13sccc%13c(-c%13ccc(CC)s%13)c%12s%11)c%11sc(C(=O)OCC)c(F)c%10%11)cc9c(-c9ccc(CC)s9)c8s7)c7sc(C(=O)OCC)c(F)c67)cc5c(-c5ccc(CC)s5)c4s3)scc2c1F
